mode,trace,step,step_instances,step_tokens,prefill_sequences,decode_sequences,block,frame,op,input_dims,input_types,kernel,grid,block_dims,graph,count,total_us,mean_us,min_us,max_us
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,_custom_ops.py:2684 reshape_and_cache_flash,_C_cache_ops::reshape_and_cache_flash,"[[1,4,256],[1,4,256],[2052,784,4,256],[2052,784,4,256],[1],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""long int"","""",""float"",""float""]","void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(__nv_bfloat16 const*, __nv_bfloat16 const*, __nv_bfloat16*, __nv_bfloat16*, long const*, long, long, long, long, long, int, int, int, float const*, float const*, int)",1x1x1,512x1x1,False,112,238.56300000000007,2.1300267857142865,1.92,2.816
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,model_executor/models/qwen3_next.py:446 forward,aten::sigmoid,"[[1,6144]]","[""c10::BFloat16""]","void at::native::vectorized_elementwise_kernel<8, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(int, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)",6x1x1,128x1x1,False,112,169.2809999999999,1.511437499999999,1.44,1.952
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,model_executor/kernels/linear/scaled_mm/flashinfer.py:184 apply_block_scaled_mm,vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,6144],[5120,6144],[40,48],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]","void tensorrt_llm::kernels::fp8_blockscale_gemm::scale_1x128_kernel<__nv_bfloat16, __nv_fp8_e4m3, float>(__nv_fp8_e4m3*, float*, __nv_bfloat16 const*, int, int)",1056x1x1,256x1x1,False,112,165.72499999999994,1.4796874999999994,1.439,1.663
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,model_executor/kernels/linear/scaled_mm/flashinfer.py:184 apply_block_scaled_mm,vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,5120],[14336,5120],[112,40],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]","void tensorrt_llm::kernels::fp8_blockscale_gemm::scale_1x128_kernel<__nv_bfloat16, __nv_fp8_e4m3, float>(__nv_fp8_e4m3*, float*, __nv_bfloat16 const*, int, int)",1056x1x1,256x1x1,False,112,164.2279999999999,1.4663214285714277,1.409,2.016
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,model_executor/models/qwen3_next.py:446 forward,aten::mul,"[[1,6144],[1,6144]]","[""c10::BFloat16"",""c10::BFloat16""]","void at::native::vectorized_elementwise_kernel<8, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",6x1x1,128x1x1,False,112,120.67100000000006,1.0774196428571434,0.96,1.28
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,v1/attention/backends/utils.py:1131 mamba_get_block_table_tensor,aten::gather,"[[1,42],[],[1,1],[]]","[""int"",""Scalar"",""long int"",""Scalar""]","void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",1x1x1,128x1x1,False,21,37.379000000000005,1.7799523809523812,1.536,2.08
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,v1/attention/backends/utils.py:1131 mamba_get_block_table_tensor,aten::floor_divide,"[[1],[]]","[""int"",""long int""]","void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<int, int, int, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(int, int)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<int, int, int, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(int, int)#1}>, std::array<char*, 2ul>)",1x1x1,128x1x1,False,21,24.60900000000001,1.1718571428571434,1.056,1.344
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,v1/attention/backends/utils.py:1131 mamba_get_block_table_tensor,aten::copy_,"[[1,1],[1,1],[]]","[""long int"",""int"",""Scalar""]","void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",1x1x1,128x1x1,False,21,23.96900000000001,1.1413809523809528,1.024,1.376
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,kv_cache,,,,,_gather_block_tables_kernel,4x1x1,128x1x1,False,7,23.742,3.391714285714286,3.232,3.936
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,v1/attention/backends/utils.py:1131 mamba_get_block_table_tensor,aten::clamp_,"[[1],[],[]]","[""int"",""Scalar"",""""]","void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>)",1x1x1,128x1x1,False,21,21.277000000000005,1.0131904761904764,0.864,1.376
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,sampler,,,,,_combine_sampled_and_draft_tokens_kernel,1x1x1,128x1x1,False,7,19.391999999999996,2.7702857142857136,2.592,3.136
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,v1/attention/backends/utils.py:1131 mamba_get_block_table_tensor,aten::add,"[[1,1],[1],[]]","[""int"",""int"",""Scalar""]","void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<int>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<int>, std::array<char*, 3ul>)",1x1x1,128x1x1,False,21,18.819000000000006,0.8961428571428575,0.832,0.96
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,v1/attention/backends/utils.py:1131 mamba_get_block_table_tensor,aten::sub,"[[1],[],[]]","[""int"",""long int"",""Scalar""]","void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",1x1x1,128x1x1,False,21,18.68700000000001,0.8898571428571432,0.8,0.992
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,kv_cache,,,,,_compute_slot_mappings_kernel,4x2x1,128x1x1,False,7,17.953000000000003,2.564714285714286,2.432,2.72
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,norm,ir/ops/layernorm.py:9 rms_norm,aten::mean,"[[1,5120],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]","void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",1x1x1,512x1x1,False,7,17.537,2.5052857142857143,2.432,2.56
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,,,,,_prepare_rope_positions_kernel,1x1x1,128x1x1,False,7,17.25,2.4642857142857144,2.432,2.56
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,gdn,,,,,precopy_mamba_align_fused_kernel,1x96x16,128x1x1,False,7,16.673000000000002,2.381857142857143,2.336,2.401
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,norm,ir/ops/layernorm.py:9 rms_norm,aten::copy_,"[[1,5120],[1,5120],[]]","[""float"",""c10::BFloat16"",""Scalar""]","void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",10x1x1,128x1x1,False,7,16.482,2.3545714285714285,2.176,2.432
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,v1/attention/backends/utils.py:1131 mamba_get_block_table_tensor,aten::arange,"[[],[],[],[0]]","[""Scalar"",""Scalar"",""Scalar"",""int""]","void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(long)#1}>::result_type*)",1x1x1,64x1x1,False,21,14.338000000000003,0.6827619047619049,0.608,0.736
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,embedding,model_executor/layers/vocab_parallel_embedding.py:78 embedding,aten::index_select,"[[248320,5120],[],[1]]","[""c10::BFloat16"",""Scalar"",""long int""]","void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)",40x1x1,128x1x1,False,7,14.273,2.039,1.92,2.208
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,attention,vllm_flash_attn/flash_attn_interface.py:122 get_scheduler_metadata,_vllm_fa3_C::get_scheduler_metadata,"[[],[],[],[],[],[],[],[],[1],[2],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""int"",""int"","""","""","""","""",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"","""",""Scalar""]","void flash::prepare_varlen_num_blocks_kernel<1, false>(int, int, int, int const*, int const*, int const*, int const*, int const*, int const*, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int*, int*, int*, int*, int*, bool, bool, bool, int)",1x1x1,32x1x1,False,7,11.935,1.705,1.695,1.728
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,norm,ir/ops/layernorm.py:9 rms_norm,aten::mul,"[[1,5120],[1,1]]","[""float"",""float""]","void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",20x1x1,128x1x1,False,7,10.496999999999998,1.4995714285714283,1.472,1.664
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,gdn,,,,,preprocess_mamba_align_fused_kernel,1x1x1,128x1x1,False,7,10.462,1.4945714285714284,1.471,1.536
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,other,,,,,_prepare_pos_seq_lens_kernel,2x1x1,128x1x1,False,7,8.801,1.2572857142857143,1.088,1.472
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,embedding,model_executor/layers/vocab_parallel_embedding.py:499 forward,aten::copy_,"[[1],[1],[]]","[""long int"",""int"",""Scalar""]","void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",1x1x1,128x1x1,False,7,7.807,1.1152857142857144,1.024,1.248
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,norm,ir/ops/layernorm.py:9 rms_norm,aten::mul,"[[1,5120],[5120]]","[""float"",""float""]","void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",5x1x1,128x1x1,False,7,7.4239999999999995,1.0605714285714285,1.023,1.28
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,norm,ir/ops/layernorm.py:9 rms_norm,aten::rsqrt,"[[1,1]]","[""float""]","void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",1x1x1,128x1x1,False,7,7.0409999999999995,1.0058571428571428,0.928,1.088
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,norm,ir/ops/layernorm.py:9 rms_norm,aten::add,"[[1,1],[],[]]","[""float"",""double"",""Scalar""]","void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",1x1x1,128x1x1,False,7,7.008,1.0011428571428571,0.832,1.12
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,norm,ir/ops/layernorm.py:9 rms_norm,aten::pow,"[[1,5120],[]]","[""float"",""Scalar""]","void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",5x1x1,128x1x1,False,7,6.686999999999999,0.9552857142857142,0.928,1.055
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,norm,ir/ops/layernorm.py:9 rms_norm,aten::copy_,"[[1,5120],[1,5120],[]]","[""c10::BFloat16"",""float"",""Scalar""]","void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",5x1x1,128x1x1,False,7,6.5600000000000005,0.9371428571428572,0.897,1.024
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,other,v1/worker/gpu/model_runner.py:1159 prepare_inputs,aten::fill_,"[[1],[]]","[""bool"",""Scalar""]","void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<bool>, std::array<char*, 1ul> >(int, at::native::FillFunctor<bool>, std::array<char*, 1ul>)",1x1x1,128x1x1,False,7,5.984,0.8548571428571429,0.832,0.928
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,other,v1/worker/gpu/model_runner.py:1159 prepare_inputs,aten::fill_,"[[1],[]]","[""int"",""Scalar""]","void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",1x1x1,128x1x1,False,7,5.0889999999999995,0.727,0.672,0.768
eager,prompt_1001_decode_7,execute_context_0(0)_generation_1(1),7,1,0,1,other,v1/worker/gpu/model_runner.py:1159 prepare_inputs,aten::arange,"[[],[],[],[0]]","[""Scalar"",""Scalar"",""Scalar"",""int""]","void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(long)#1}>::result_type*)",1x1x1,64x1x1,False,7,4.93,0.7042857142857143,0.64,0.833
eager,prompt_1001_decode_7,execute_context_1(217)_generation_0(0),1,217,1,0,mlp,model_executor/kernels/linear/scaled_mm/flashinfer.py:184 apply_block_scaled_mm,vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[217,5120],[34816,5120],[272,40],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]","void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, 0u, 34816u, 5120u, 1u, 128u, 192u, 128u, 128u, 128u, 128u, 4u, 128u, 256u, 2u, false, 132u, (deep_gemm::GemmType)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(float*, int*, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",132x1x1,384x1x1,False,64,4928.770999999998,77.01204687499997,75.392,78.401
eager,prompt_1001_decode_7,execute_context_1(217)_generation_0(0),1,217,1,0,mlp,model_executor/kernels/linear/scaled_mm/flashinfer.py:184 apply_block_scaled_mm,vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[217,17408],[5120,17408],[40,136],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]","void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, 0u, 5120u, 17408u, 1u, 128u, 80u, 128u, 128u, 128u, 32u, 7u, 128u, 256u, 1u, false, 132u, (deep_gemm::GemmType)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(float*, int*, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",132x1x1,384x1x1,False,64,2915.154000000002,45.54928125000003,43.296,48.736
eager,prompt_1001_decode_7,execute_context_1(217)_generation_0(0),1,217,1,0,gdn,model_executor/kernels/linear/scaled_mm/flashinfer.py:184 apply_block_scaled_mm,vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[217,5120],[16384,5120],[128,40],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]","void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, 0u, 16384u, 5120u, 1u, 256u, 128u, 128u, 128u, 128u, 128u, 3u, 128u, 256u, 1u, false, 132u, (deep_gemm::GemmType)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(float*, int*, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",132x1x1,384x1x1,False,48,1772.235,36.9215625,35.808,38.624
eager,prompt_1001_decode_7,execute_context_1(217)_generation_0(0),1,217,1,0,norm,ir/ops/layernorm.py:43 fused_add_rms_norm,aten::mean,"[[217,5120],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]","void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",14x1x1,32x16x1,False,128,1424.4619999999995,11.128609374999996,11.007,11.52
eager,prompt_1001_decode_7,execute_context_1(217)_generation_0(0),1,217,1,0,norm,ir/ops/layernorm.py:43 fused_add_rms_norm,aten::copy_,"[[217,5120],[217,5120],[]]","[""float"",""c10::BFloat16"",""Scalar""]","void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",2170x1x1,128x1x1,False,256,1404.8070000000007,5.487527343750003,4.512,7.263
eager,prompt_1001_decode_7,execute_context_1(217)_generation_0(0),1,217,1,0,gdn,model_executor/layers/mamba/gdn/qwen_gdn_linear_attn.py:889 forward_cuda,vllm::qwen_gdn_attention_core_fused_norm_packed,"[[217,16384],[217,96],[217,48,128],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""""]",kernel_cutlass_kernel_flashinfergdn_kernelsdelta_rule_dsldelta_rule_cp_sm90CPDeltaRuleMNPrecomputeSm90_object_at__tensorptrf32gmemalign16o1_CopyAtom_ThrID10_TVLayoutSrc1409601_TVLayoutDst_0,96x1x1,384x1x1,False,48,1015.1130000000004,21.14818750000001,20.704,21.377
eager,prompt_1001_decode_7,execute_context_1(217)_generation_0(0),1,217,1,0,gdn,model_executor/kernels/linear/scaled_mm/flashinfer.py:184 apply_block_scaled_mm,vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[217,6144],[5120,6144],[40,48],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]","void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, 0u, 5120u, 6144u, 1u, 128u, 80u, 128u, 128u, 128u, 32u, 7u, 128u, 256u, 1u, false, 132u, (deep_gemm::GemmType)0, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(float*, int*, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",132x1x1,384x1x1,False,48,928.7090000000001,19.34810416666667,18.784,20.256
eager,prompt_1001_decode_7,execute_context_1(217)_generation_0(0),1,217,1,0,mlp,model_executor/layers/quantization/utils/fp8_utils.py:534 per_token_group_quant_fp8,_C::per_token_group_fp8_quant,"[[217,17408],[217,17408],[217,136],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]","void per_token_group_quant_8bit_kernel<c10::BFloat16, c10::Float8_e4m3fn, true, true, float>(c10::BFloat16 const*, void*, float*, int, int, int, float, float, float, int, int)",3689x1x1,128x1x1,False,64,663.4300000000002,10.366093750000003,10.24,10.976
eager,prompt_1001_decode_7,execute_context_1(217)_generation_0(0),1,217,1,0,mlp,model_executor/layers/activation.py:139 forward_cuda,_C::silu_and_mul,"[[217,17408],[217,34816]]","[""c10::BFloat16"",""c10::BFloat16""]","void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &(c10::BFloat16 vllm::silu_kernel<c10::BFloat16>(c10::BFloat16 const&, float)), &(__nv_bfloat162 vllm::packed_silu_kernel<__nv_bfloat162>(__nv_bfloat162 const&, float)), true, true, false, false>(c10::BFloat16*, c10::BFloat16 const*, int, float, float, float)",217x1x1,1024x1x1,False,64,656.7720000000002,10.262062500000003,8.512,11.296
eager,prompt_1001_decode_7,execute_context_1(217)_generation_0(0),1,217,1,0,gdn,model_executor/layers/mamba/gdn/qwen_gdn_linear_attn.py:889 forward_cuda,vllm::qwen_gdn_attention_core_fused_norm_packed,"[[217,16384],[217,96],[217,48,128],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""""]",kernel_cutlass_kernel_flashinfergdn_kernelsdelta_rule_dsldelta_rule_cp_sm90CPDeltaRuleFixupHmmaSm90_object_at__CopyAtom_ThrID10_TVLayoutSrc151201_TVLayoutDst151201_Valuetypef32_tensor0000_0,96x1x1,256x1x1,False,48,650.1779999999999,13.545374999999998,13.408,13.695
